show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,duration_num,year_added
s8184,Movie,the adventures of sharkboy and lavagirl,robert rodriguez,taylor lautner taylor dooley cayden boyd george lopez david arquette kristin davis jacob davich sasha pieterse rico torres,united states,12/2/2020,2005,PG,93 min,Children & Family Movies,a 10yearold dreamers imaginary friends  mighty sharkboy and fireproducing lavagirl  come to life to seek his help battling a nefarious baddie,93,2020
s8185,Movie,the adventures of tintin,steven spielberg,jamie bell andy serkis daniel craig nick frost simon pegg daniel mays gad elmaleh toby jones joe starr,united states new zealand united kingdom,11/20/2019,2011,PG,107 min,Children & Family Movies,this 3d motion capture adapts georges remis classic comic strip about the adventures of fearless young journalist tintin and his trusty dog snowy,107,2019
s8186,Movie,the aerial,esteban sapir,rafael ferro sol moreno jonathan sandor alejandro urdapilleta julieta cardinali florencia raggi valeria bertuccelli ral hochman ricardo merkin carlos pieyro,argentina,4/1/2018,2007,TV-MA,99 min,"Dramas, International Movies, Sci-Fi & Fantasy",in the city without a voice only faceless singer the voice can still vocalize everyone else has lost the power of speech as they let mr tvs broadcasts speak for them but when mr tv kidnaps the voice things change,99,2018
s8187,Movie,the age of shadows,jeewoon kim,kangho song gong yoo jimin han taegoo eom sungrok shin heesoon park youngju seo song kangho,south korea,1/1/2018,2016,TV-MA,140 min,"Action & Adventure, Dramas, International Movies",formerly a korean resistance fighter a policeman working for japan is tasked with tracking down resistance leaders before they acquire explosives,140,2018
s8188,Movie,the american president,rob reiner,michael douglas annette bening martin sheen michael j fox david paymer samantha mathis john mahoney anna deavere smith nina siemaszko wendie malick shawna waldron richard dreyfuss joshua malina,united states,1/1/2021,1995,PG-13,113 min,"Comedies, Dramas, Romantic Movies",the widowed president strikes up a romance with a beautiful washington lobbyist  but can the couple keep their private and political lives separate,113,2021
s8189,Movie,the amityville horror,andrew douglas,ryan reynolds melissa george chlo grace moretz jesse james jimmy bennett rachel nichols philip baker hall isabel conner brendan donaldson annabel armour,united states,1/1/2020,2005,R,89 min,Horror Movies,this hairraising remake of the 1979 horror hit depicts the ordeal of the lutz family whose new home has a gory past and a legacy of demons,89,2020
s8191,Movie,the angry birds movie 2,thurop van orman john rice,jason sudeikis rachel bloom leslie jones josh gad bill hader danny mcbride awkwafina sterling k brown tiffany haddish eugenio derbez,finland united states,2/27/2020,2019,PG,97 min,"Children & Family Movies, Comedies",enemies turn into frenemies when the pigs call for a truce with the birds to unite against a formidable new foe thats threatening all of their homes,97,2020
s8192,Movie,the animal people,denis hennelly casey suchan,not available,united states,3/11/2020,2019,TV-MA,97 min,Documentaries,animal rights protesters trying to shut down a facility that conducts animal testing are labeled terrorists by big business and law enforcement,97,2020
s8193,Movie,the ants scream,sameh abdulaziz,amr abdelgeleel rania yousef salloum haddad hesham almeligy farida algready ahmad wafiq mohamed abo el hassan amr sakr ahmed gamal saeed riham ayman,egypt,6/13/2019,2010,TV-14,108 min,"Comedies, Dramas, International Movies",released after being wrongly imprisoned in iraq an egyptian contractor returns home to a country on the brink of revolution,108,2019
s8195,Movie,the apostate,federico veiroj,lvaro ogalla marta larralde brbara lennie vicky pea juan calot kaiet rodriguez andrs gertrdix joaqun climent lvaro roig tino martinez mercedes hoyos,spain france uruguay,5/10/2017,2015,TV-MA,80 min,"Comedies, Dramas, International Movies",a young man determined to renounce catholicism by having his baptismal records excised is thwarted by church bureaucracy and his own inner conflicts,80,2017
s8196,Movie,the art of the steal,jonathan sobol,kurt russell jay baruchel katheryn winnick chris diamantopoulos kenneth welsh jason jones terence stamp matt dillon devon bostick,canada united states,12/8/2018,2013,R,90 min,"Action & Adventure, Comedies, Independent Movies",crunch calhoun a daredevil motorcyclist and mostly reformed con artist agrees to do one last job helping his brother nicky steal a priceless book,90,2018
s8197,Movie,the art of war,christian duguay,wesley snipes anne archer maury chaykin marie matiko caryhiroyuki tagawa michael biehn donald sutherland liliana komorowska james hong,united states canada,7/1/2020,2000,R,117 min,Action & Adventure,framed for the murder of an ambassador a former member of the united nations elite covert action unit will do whatever it takes to clear his name,117,2020
s8198,Movie,the assignment,walter hill,michelle rodriguez sigourney weaver tony shalhoub anthony lapaglia caitlin gerard brent langdon adrian hough ken kirzinger darryl quon caroline chan,france canada united states,3/15/2020,2016,R,95 min,Action & Adventure,a hitman has his body surgically altered into a womans against his will now he has to track down the surgeon responsible and get his revenge,95,2020
s8199,Movie,the autopsy of jane doe,andr vredal,emile hirsch brian cox ophelia lovibond michael mcelhatton parker sawyers jane perry olwen catherine kelly,united kingdom united states,12/30/2018,2016,R,86 min,"Horror Movies, Independent Movies, Thrillers",a fatherson team of smalltown coroners performs an autopsy on an unidentified woman with mysterious injuries and a terrifying secret,86,2018
s8200,TV Show,the bachelor,not available,not available,unknown,12/1/2019,2009,TV-14,1 Season,"Reality TV, Romantic TV Shows",a single man searches for his soulmate through a series of dates with 25 contestants ready to romance him for a chance at love,1,2019
s8201,Movie,the bachelors,kurt voelker,jk simmons josh wiggins julie delpy odeya rush kevin dunn kimberly crandall jean louisa kelly charlie depew tyrel jackson williams tom amandes spencer list jacqueline mazarella vanessa howard harold perrineau,united states,2/21/2018,2017,TV-14,100 min,Dramas,after the death of his wife a teacher and his son move to a new city where emotional connections with two women help them begin to heal,100,2018
s8202,Movie,the bad education movie,elliot hegarty,jack whitehall joanna scanlan iain glen ethan lawrence layton williams kae alexander weruche opia nikki runeckles charlie wernham jack binstead,united kingdom,12/15/2018,2015,TV-MA,87 min,Comedies,"britains most ineffective but caring teacher takes his class to cornwall for one last school trip where anything could happen 
 and probably will",87,2018
s8203,Movie,the bad kids,keith fulton louis pepe,not available,united states,4/1/2017,2016,TV-MA,101 min,Documentaries,in this documentary teachers at a mojave desert high school adhere to a belief that compassion and life skills can profoundly help atrisk students,101,2017
s8204,Movie,the barefooted kid,johnnie to,aaron kwok lung ti maggie cheung chienlien wu paul chun kenneth tsang,hong kong,8/16/2018,1993,TV-14,83 min,"Action & Adventure, International Movies",while working at a family friends business a penniless orphan draws the attention of a corrupt competitor and is torn between divided loyalties,83,2018
s8205,Movie,the basement,brian m conley nathan ives,mischa barton jackson davis cayleb long tracie thoms bailey anne borders,united states,4/9/2019,2018,TV-MA,89 min,"Horror Movies, Thrillers",known for tortuous roleplay with victims in his basement a twisted serial killer abducts a musician who has a deeper connection to his mind games,89,2019
s8206,Movie,the battle of midway,john ford,henry fonda jane darwell,united states,3/31/2017,1942,TV-14,18 min,"Classic Movies, Documentaries",director john ford captures combat footage of the battle of midway an air and sea campaign that was a turning point in the war in the pacific,18,2017
s8207,TV Show,the beat,not available,henley hii yise loo aric ho tiffany leong issac dang christy yow,unknown,9/18/2017,2012,TV-MA,1 Season,"International TV Shows, TV Dramas",the artistic pursuits of two childhood friends an aspiring singer and a talented dancer lead them to four other 20somethings in a drumming group,1,2017
s8208,TV Show,the beginning of life the series,estela renner,not available,brazil,11/11/2016,2016,TV-PG,1 Season,"Docuseries, International TV Shows, Science & Nature TV",using breakthroughs in technology and neuroscience this series examines how environment affects infants  and how infants can affect our future,1,2016
s8209,TV Show,the bibles buried secrets,not available,francesca stavrakopoulou,united kingdom,2/1/2019,2011,TV-14,1 Season,"British TV Shows, Docuseries, Science & Nature TV",host francesca stavrakopoulou travels across the middle east offering extraordinary insights into the stories of the old testament,1,2019
s8210,TV Show,the big catch,not available,ben fogle,united kingdom,2/1/2019,2015,TV-PG,1 Season,"British TV Shows, Reality TV",in a global competition eight fishing enthusiasts battle extreme conditions and dangerous waters to be crowned the ultimate angler,1,2019
s8211,Movie,the bill murray stories life lessons learned from a mythical man,tommy avallone,tommy avallone bill murray joel murray peter farrelly,united states,12/31/2018,2018,TV-MA,72 min,Documentaries,this documentary highlights spontaneous encounters with the elusive comedic veteran who touches lives by simply showing up anywhere,72,2018
s8212,Movie,the black room,rolfe kanefsky,natasha henstridge lukas hassel lin shaye dominique swain augie duke caleb scott james duval tiffany shepis,united states,8/7/2017,2016,TV-MA,95 min,Horror Movies,a couples new dream home morphs into a nightmare after they learn that an evil and lustful spirit resides in their basement,95,2017
s8213,Movie,the blackcoats daughter,osgood perkins,emma roberts kiernan shipka lucy boynton lauren holly james remar greg ellwand elana krausz heather tod mitchell peter james haworth emma holzer,canada united states,5/18/2019,2015,R,95 min,"Horror Movies, Independent Movies, Thrillers",when their parents fail to pick them up for winter break two students stay on at an allgirls boarding school in the company of a terrible presence,95,2019
s8214,Movie,the bleeder,philippe falardeau,liev schreiber elisabeth moss ron perlman naomi watts jim gaffigan michael rapaport pooch hall morgan spector jason jones,united states,3/29/2019,2016,R,98 min,"Dramas, Sports Movies",husband father fighter meet chuck wepner the liquor salesman and selfproclaimed reallife inspiration behind rocky balboa,98,2019
s8215,TV Show,the blue planet a natural history of the oceans,alastair fothergill,david attenborough,united kingdom,10/10/2015,2001,TV-G,1 Season,"British TV Shows, Docuseries, International TV Shows",david attenborough narrates this definitive exploration of the marine world from the familiar to the unknown revealing the sea and its communities,1,2015
s8216,Movie,the bomb,kevin ford smriti keshari eric schlosser,not available,united states,8/1/2017,2016,TV-14,59 min,Documentaries,form montage and mesmerizing kinetics propel this experimental meditation on the destructive power of the nuclear bomb featuring music by the acid,59,2017
s8217,TV Show,the bomb squad,not available,christopher eccleston,united kingdom,2/1/2019,2011,TV-MA,1 Season,"British TV Shows, Docuseries",this documentary follows british bomb disposal teams in afghanistan and the dangers they face in their methodical lives on the front lines of war,1,2019
s8218,Movie,the book of eli,albert hughes allen hughes,denzel washington gary oldman mila kunis ray stevenson jennifer beals evan jones joe pingue frances de la tour michael gambon tom waits,united states,7/1/2019,2010,R,118 min,"Action & Adventure, Sci-Fi & Fantasy",determined to protect a sacred text that promises to save humanity eli goes on a quest westward across the barren postapocalyptic country,118,2019
s8219,Movie,the bosss daughter,olivier loustau,christa thret olivier loustau florence thomassin patrick descamps stphane rideau pierre berriau deborah grall vincent martinez,france,3/10/2017,2015,TV-MA,98 min,"Dramas, International Movies, Romantic Movies",while working together a married textile foreman and his bosss daughter have a torrid love affair stirring up hostility among the factory crew,98,2017
s8220,Movie,the bounty hunter,andy tennant,jennifer aniston gerard butler jason sudeikis jeff garlin ritchie coster cathy moriarty peter greene joel marsh garland siobhan fallon hogan dorian missick adam rose christine baranski carol kane adam lefevre,united states,10/1/2019,2010,PG-13,111 min,"Action & Adventure, Comedies, Romantic Movies",bounty hunter milo boyd finds his latest assignment downright satisfying as he learns that the bailjumper he must chase down is his exwife nicole,111,2019
s8221,Movie,the box,richard kelly,cameron diaz james marsden frank langella james rebhorn holmes osborne sam oz stone gillian jacobs celia weston deborah rush,united states,6/1/2019,2009,PG-13,116 min,"Sci-Fi & Fantasy, Thrillers",a couple must decide whether to push a button that will net them a million dollars but that will also cause the death of a complete stranger,116,2019
s8222,Movie,the boy,william brent bell,jim norton rupert evans ben robson lauren cohan james russell jett klyne diana hardcastle,united states canada china,6/1/2020,2016,PG-13,97 min,"Horror Movies, Independent Movies, Thrillers",a nanny is hired by a couple to look after their boy shes shocked to learn that her charge is actually a doll that the couple treats like a human,97,2020
s8223,Movie,the boy in the striped pajamas,mark herman,asa butterfield vera farmiga david thewlis rupert friend david hayman jack scanlon amber beattie sheila hancock richard johnson jim norton,united kingdom united states,1/1/2019,2008,PG-13,95 min,"Dramas, Independent Movies, International Movies",when his family moves from berlin to poland a young boy befriends a boy who lives on the other side of the fence unaware hes a jewish prisoner,95,2019
s8224,Movie,the brave one,neil jordan,jodie foster terrence howard naveen andrews carmen ejogo nicky katt mary steenburgen lenny venito zo kravitz jane adams gordon macdonald,united states,11/1/2019,2007,R,122 min,"Dramas, Thrillers",new york city radio host erica bain decides to take the law into her own hands after losing her fianc in a brutal central park attack,122,2019
s8225,Movie,the brawler,ken kushner,zach mcgowan amy smart joe pantoliano burt young tony darrow nick loeb taryn manning jason james richter,united states,5/18/2019,2019,TV-MA,95 min,"Dramas, Independent Movies, Sports Movies",newly famous after challenging muhammad ali for a championship title boxer chuck wepner spirals down the slippery slope of being a celebrity,95,2019
s8226,Movie,the breadwinner,nora twomey,saara chaudry soma chhaya ali badshah soma bhatia shaista latif laara sadiq kawa ada noorin gulamgaus,ireland canada luxembourg united states united kingdom philippines india,2/20/2018,2017,PG-13,93 min,"Children & Family Movies, Dramas, International Movies",a courageous 11yearold afghan girl disguises herself as a boy and takes on odd jobs to provide for her family when her father is arrested,93,2018
s8227,Movie,the breakup,peyton reed,vince vaughn jennifer aniston joey lauren adams cole hauser jon favreau jason bateman judy davis justin long ivan sergei john michael higgins annmargret vernon vaughn vincent donofrio,united states,7/16/2019,2006,PG-13,107 min,"Comedies, Dramas, Romantic Movies",cohabitating couple gary and brookes petty spats turn into an allout battle for their home condo,107,2019
s8228,Movie,the bridge,kunle afolayan,chidinma ekile ademola adedoyin kunle afolayan zack orji tina mba ayo akinwale akim mogaji ayo mogaji ken erics,nigeria,9/1/2019,2017,TV-14,119 min,"Dramas, International Movies, Romantic Movies",a yoruba prince and a young lady from a prominent igbo family face tribal prejudice and parental pressure when they secretly wed,119,2019
s8229,Movie,the brothers grimm,terry gilliam,matt damon heath ledger monica bellucci lena headey peter stormare jonathan pryce roger ashtongriffiths richard ridings mackenzie crook julian bleach toms hank laura greenwood,united states czech republic united kingdom,7/1/2019,2005,PG-13,119 min,"Action & Adventure, Sci-Fi & Fantasy",brothers jake and will grimm travel from village to village posing as exterminators of magical creatures but in reality theyre expert con artists,119,2019
s8230,Movie,the bucket list,rob reiner,jack nicholson morgan freeman sean hayes beverly todd alfonso freeman rob morrow rowena king christopher stapleton ian anthony dale richard mcgonagle,united states,10/1/2019,2007,PG-13,97 min,"Comedies, Dramas",two terminally ill men bust out of the cancer ward with a plan to experience life to the fullest before they kick the bucket,97,2019
s8231,Movie,the bulbuls nest,husam elgohari,kareem mahmoud abdel aziz mai selim sad alsaghir mahmood ellaithi maher essam dina,unknown,5/9/2019,2013,TV-MA,96 min,"Comedies, International Movies",a taxi driver longs to be a pop singer but the road to stardom is wrought with competition and struggle until he befriends a helpful belly dancer,96,2019
s8232,Movie,the bund,not available,chow yun fat,hong kong,9/20/2018,1983,TV-14,103 min,"Action & Adventure, Dramas, International Movies",after losing everything a young man rebuilds his life and finds love in 1920s shanghai  all while rising to power in an organized crime syndicate,103,2018
s8233,Movie,the bye bye man,stacy title,douglas smith lucien laviscount cressida bonas michael trucco doug jones carrieanne moss faye dunaway jenna kanell erica tremblay cleo king,united states china,4/1/2019,2017,PG-13,96 min,"Horror Movies, Thrillers",three college students move into an offcampus house and discover theyve unwittingly unleashed a supernatural killer known as the bye bye man,96,2019
s8234,Movie,the bygone,graham phillips parker phillips,graham phillips shawn hatosy jamie mcshane sydney schafer tokala black elk jacqueline toboni mike mccoll jacob mingtrent,united states,3/23/2020,2019,TV-MA,106 min,"Independent Movies, Thrillers",his way of life under threat due to the oil fracking boom a young rancher defends a lakota woman and becomes entangled in human trafficking,106,2020
s8235,Movie,the cakemaker,ofir raul graizer,sarah adler tim kalkhof roy miller zohar shtrauss sandra sade tamir benyehuda stephanie stremler tagel eliyahu,israel germany,12/4/2018,2017,TV-14,109 min,"Dramas, Independent Movies, International Movies",when a german baker travels to jerusalem in search of his dead male lovers family his growing involvement with them may expose his truth,109,2018
s8236,TV Show,the calling,bumpy,not available,india,4/1/2019,2018,TV-MA,1 Season,"International TV Shows, Reality TV",foodcrazed travel junkies journey across india completing bucket list challenges for a chance to win a onceinalifetime scholarship,1,2019
s8237,Movie,the captive,atom egoyan,ryan reynolds scott speedman rosario dawson mireille enos kevin durand alexia fast christine horne arsine khanjian ian matthews bruce greenwood aidan shipley,canada,7/20/2018,2014,R,112 min,"Dramas, Thrillers",eight years after their daughters abduction tore them apart her parents receive enigmatic clues from the kidnapper hinting that shes still alive,112,2018
s8238,Movie,the car,elliot silverstein,james brolin kathleen lloyd john marley rg armstrong john rubinstein elizabeth thompson roy jenson kim richards kyle richards,united states,6/1/2020,1977,PG,96 min,"Cult Movies, Horror Movies",in his small southwestern town sheriff wade parent must find out who  or what  is running people down via a mysterious driverless black sedan,96,2020
s8239,Movie,the carter effect,sean menard,vince carter,united states,5/1/2018,2017,TV-MA,60 min,"Documentaries, Sports Movies",featuring eighttime nba allstar vince carter this documentary takes an indepth look at his impact on pop culture and the canadian basketball scene,60,2018
s8240,Movie,the case for christ,jon gunn,mike vogel erika christensen faye dunaway robert forster frankie faison mike pniewski,united states,11/21/2017,2017,TV-PG,113 min,"Dramas, Faith & Spirituality",bothered by his wifes unyielding belief in christianity an investigative reporter sets out to use verifiable facts to poke holes in her faith,113,2017
s8241,Movie,the cell,tarek al eryan,ahmed ezz mohamed mamdouh samer al masri amina khalil ahmed safwat ahmed salah hosny acha ben ahmed rania elkhatib riham abdel ghafour,egypt,6/13/2019,2017,TV-MA,126 min,"Action & Adventure, Dramas, International Movies",a special operations officer vows to get revenge against the terrorist who killed his friend in a brutal attack,126,2019
s8242,Movie,the ceo,kunle afolayan,wale ojo jimmy jeanlouis hilda dokubo nico panagio aurlie eliam peter king nzioki mwania fatym layachi kemi lala akindoju anglique kidjo,nigeria,9/1/2019,2016,TV-14,109 min,"Dramas, International Movies, Thrillers",a group of executives heads to a telecommunications retreat to pick the firms new ceo until they find themselves in a contest to win  and stay alive,109,2019
s8243,Movie,the charnel house,craig moss,callum blue nadine velazquez makenzie moss erik laray harvey danielle lauder andy favreau kate linder neil thackaberry alden tab,united states,2/4/2017,2016,R,93 min,"Horror Movies, Thrillers",after an architect transforms a slaughterhouse into trendy lofts its new inhabitants discover that the structure is haunted by its evil past,93,2017
s8244,TV Show,the chefs line,not available,dan hong mark olive melissa leong maeve omeara,australia,8/1/2019,2017,TV-14,1 Season,"International TV Shows, Reality TV",home cooks face off against trained chefs to see if passion can beat profession in the kitchen in this reality competition show,1,2019
s8245,Movie,the chord,magdy alhawwary,mostafa shaban ghada adel arwa gouda ahmed salah alsaadany ashraf zaki sawsan badr fatma nasser said saleh ali hassanein majed abdulazim,egypt,6/20/2019,2010,TV-MA,101 min,"Dramas, International Movies, Music & Musicals",a detective investigates the murder of a young musician whose philandering lifestyle leaves a long list of suspects and a lot of questions,101,2019
s8246,Movie,the chosen,antonio chavarras,alfonso herrera hannah murray henry goodman julian sands frances barber emilio echevarra alejandro calva elvira mnguez roger casamajor luis rosales javier godino alexander holtmann brontis jodorowsky,spain mexico,4/14/2017,2016,TV-14,111 min,"Dramas, International Movies, Thrillers",in 1937 spanish revolutionary ramn trains as a soviet spy impersonating a wealthy belgian as part of a plot to assassinate leon trotsky in mexico,111,2017
s8247,Movie,the chosen ones,david pablos,nancy talamantes scar torres leidi gutirrez jos santilln cabuto edward coward alicia quionez raquel presa susana prez gisela madrigal jorge calderon felipe tututi,mexico france,5/8/2016,2015,TV-MA,107 min,"Dramas, Independent Movies, International Movies",young ulises falls in love with teen sofia even as he is forced to lure her into his familys prostitution ring now hell do anything to rescue her,107,2016
s8248,Movie,the christmas candle,john stephenson,hans matheson samantha barks lesley manville sylvester mccoy susan boyle john hannah barbara flynn james cosmo,united kingdom united states,11/1/2019,2013,PG,100 min,"Dramas, Faith & Spirituality",a progressive new ministers arrival in a small village threatens to end an ageold tradition that brings a yuletide miracle to one of the residents,100,2019
s8249,Movie,the christmas project,michael buster,jacob buster anson bagley grace hallows josh reid cooper daniel johnson alison akin clark brian neal clark evan clark caitlin ej meyer gabe white,united states,3/1/2019,2016,TV-PG,92 min,"Children & Family Movies, Comedies",four brothers prepare for war when theyre forced to deliver secret holiday gifts to the school bullies but they soon learn kindness goes a long way,92,2019
s8250,Movie,the cincinnati kid,norman jewison,steve mcqueen edward g robinson annmargret karl malden tuesday weld joan blondell rip torn jack weston cab calloway jeff corey theo marcuse,united states,11/1/2019,1965,TV-14,103 min,"Classic Movies, Dramas",in depressionera new orleans cocksure stud poker player eric stoner  the titular cincinnati kid  challenges longtime champ lancey the man howard to a showdown at the table where a war of wills  and nerve  ensues,103,2019
s8251,TV Show,the code,not available,marcus du sautoy,united kingdom,2/1/2018,2011,TV-PG,1 Season,"British TV Shows, Docuseries, International TV Shows",in this threepart documentary series host marcus du sautoy examines the mathematical code underlying all of life on earth and the universe itself,1,2018
s8252,Movie,the company men,john wells,ben affleck chris cooper kevin costner tommy lee jones maria bello rosemarie dewitt craig t nelson john doman tonye patano cady huffman,united states,7/28/2018,2010,R,105 min,"Dramas, Independent Movies",a successful businessman comes facetoface with americas downsizing epidemic when he loses his job and is forced to take a construction gig,105,2018
s8253,Movie,the competition,harvey lowry,thora birch chris klein claire coffee david blue kelsey tucker michael draper jason tobias gabrielle stone catherine johnson tiffany fallon,united states,7/23/2019,2018,TV-14,103 min,"Comedies, Romantic Movies",after developing an infidelity formula said to repel cheating a popular blogger crosses paths with a charming lawyer willing to put it to the test,103,2019
s8254,Movie,the confirmation,bob nelson,clive owen maria bello patton oswalt jaeden lieberher matthew modine stephen tobolowsky tim blake nelson robert forster,canada,2/6/2019,2016,PG-13,101 min,"Comedies, Dramas, Independent Movies",a divorced handyman with a drinking problem bonds with his 8yearold son when a search for his stolen toolbox leads to a series of misadventures,101,2019
s8255,Movie,the congress,ari folman,robin wright harvey keitel jon hamm paul giamatti kodi smitmcphee danny huston sami gayle michael stahldavid michael landes sarah shahi,israel germany poland luxembourg belgium france united states,8/23/2019,2013,TV-MA,123 min,"Dramas, International Movies, Sci-Fi & Fantasy",actress robin wright plays herself in this surreal drama about a film star who agrees to have her digital image recorded for reuse in future films,123,2019
s8256,Movie,the consuls son,amr arafa,khaled saleh ghada adel ahmed elsakka khaled sarhan sawsan badr mustafa haridi,egypt,4/25/2019,2011,TV-14,114 min,"Comedies, International Movies, Thrillers",a notorious forger known for his ability to create fake passports and visas finds himself the target of a con mans ruse,114,2019
s8257,Movie,the craft,andrew fleming,robin tunney fairuza balk neve campbell rachel true skeet ulrich christine taylor breckin meyer nathaniel marston cliff de young assumpta serna,united states,1/1/2020,1996,R,101 min,"Horror Movies, Thrillers",at a catholic school a new girl falls in with a clique of teen witches who wield their powers against anyone who crosses them even their parents,101,2020
s8259,Movie,the croods,kirk de micco chris sanders,nicolas cage emma stone ryan reynolds catherine keener cloris leachman clark duke chris sanders randy thom,united states,7/29/2019,2013,PG,99 min,"Children & Family Movies, Comedies",when an earthquake obliterates their cave an unworldly prehistoric family is forced to journey through unfamiliar terrain in search of a new home,99,2019
s8260,Movie,the crow,alex proyas,brandon lee rochelle davis ernie hudson michael wincott bai ling sofia shinas anna levine david patrick kelly angel david laurence mason michael massee tony todd jon polito,united states,1/1/2019,1994,R,102 min,"Action & Adventure, Cult Movies, Sci-Fi & Fantasy",one year after eric draven and his fiance are murdered draven  watched over by a hypnotic crow  returns from the grave to exact revenge,102,2019
s8261,Movie,the cruise,marek piwowski,jan himilsbach stanislaw tym jerzy dobrowolski zdzislaw maklakiewicz andrzej dobosz feridun erol jolanta lothe wanda stanisawskalothe,poland,10/1/2019,1970,TV-PG,66 min,"Comedies, Cult Movies, International Movies",when the captain of a pleasant cruise ship mistakes a mischievous stowaway the entertainment director wild and wacky hijinks ensue,66,2019
s8262,Movie,the crying game,neil jordan,stephen rea miranda richardson forest whitaker jaye davidson adrian dunbar breffini mckenna joe savino birdie sweeney andree bernard jim broadbent,united kingdom japan united states,1/1/2020,1992,R,112 min,"Classic Movies, Independent Movies, Thrillers",ira terrorist fergus bonds with his prisoner jody jody tells fergus of his girlfriend dil with whom fergus later falls in love,112,2020
s8263,TV Show,the curse of oak island,not available,robert clotworthy,united states,9/15/2019,2016,TV-PG,1 Season,"Docuseries, Science & Nature TV",on an ominous island off of nova scotia two brothers chase historical theories on a quest for enigmatic treasure,1,2019
s8264,Movie,the d train,jarrad paul andrew mogel,jack black james marsden kathryn hahn jeffrey tambor russell posner henry zebrowski kyle bornheimer mike white,united kingdom united states,4/2/2017,2015,R,101 min,Comedies,a loser in charge of planning his high school classs 20year reunion thinks hes scored a major coup when he gets a marginally famous alum to attend,101,2017
s8265,Movie,the damned rain,satish manwar,sonali kulkarni girish kulkarni jyoti subhash veena jamkar aman attar,india,1/1/2018,2009,TV-14,99 min,"Dramas, International Movies",an optimistic farmer is determined to succeed in spite of the lack of rain in his region and the sinking spirits around him,99,2018
s8266,Movie,the dancer,ifa isfansyah,prisia nasution oka antara slamet rahardjo dewi irawan lukman sardi tio pakusadewo,indonesia,12/8/2018,2011,TV-MA,105 min,"Dramas, International Movies, Romantic Movies",orphaned by a tragedy that took the lives of her parents srintil grows up in a poor indonesian village aspiring to be a sacred dancer,105,2018
s8267,Movie,the dark crystal,frank oz jim henson,jim henson kathryn mullen frank oz dave goelz stephen garlick lisa maxwell billie whitelaw percy edwards joseph oconor,united states united kingdom,5/1/2019,1982,PG,93 min,Children & Family Movies,in this mythical tale jen the last of the gelfling race is charged with healing the crystal of truth after its mutilation sets off an era of terror,93,2019
s8268,Movie,the dark side of life mumbai city,tariq khan,mahesh bhatt kay kay menon avii nikhil ratnaparkhi neha khan alisha khan irfan hussein jyoti malshe sayed gul,india,12/31/2019,2018,TV-MA,121 min,"Dramas, International Movies",struggling with mumbais pressures and private battles with depression six lives intersect just as they reach a breaking point,121,2019
s8269,Movie,the darkest dawn,not available,not available,united kingdom,6/23/2018,2016,TV-MA,75 min,"Action & Adventure, Independent Movies, International Movies",an aspiring filmmaker records the chaos of an alien invasion while struggling to stay alive with her sister and a bickering band of survivors,75,2018
s8270,Movie,the daughter,simon stone,geoffrey rush ewen leslie paul schneider miranda otto anna torv odessa young sam neill,australia,4/26/2017,2015,TV-MA,95 min,Dramas,having returned home for his cagey fathers wedding an estranged man gets to know his childhood friends family and uncovers a devastating secret,95,2017
s8271,Movie,the dawn wall,peter mortimer josh lowell,tommy caldwell kevin jorgeson,austria united states,3/4/2019,2017,TV-MA,100 min,"Documentaries, Sports Movies",cameras follow tommy caldwell and kevin jorgeson as they take on the staggering challenge of freeclimbing yosemites most formidable rock formation,100,2019
s8273,Movie,the departed,martin scorsese,leonardo dicaprio matt damon jack nicholson mark wahlberg martin sheen ray winstone vera farmiga anthony anderson alec baldwin kevin corrigan,united states hong kong,1/1/2021,2006,R,151 min,"Dramas, Thrillers",two rookie boston cops are sent deep undercover  one inside the gang of a charismatic irish mob boss and the other doublecrossing his own department,151,2021
s8274,Movie,the desert bride,cecilia atn valeria pivato,paulina garca claudio rissi,argentina chile,11/8/2018,2017,TV-14,78 min,"Dramas, International Movies",while traveling across argentina to a new job a longtime maid encounters a salesman who opens her eyes to lifes beauty and possibilities,78,2018
s8275,Movie,the detained,blair hayes,alex frnka sarah davenport henry zaga coy stewart jennifer robyn jacobs gillian vigman kevin blake,united states,2/15/2019,2017,TV-14,85 min,"Horror Movies, Thrillers",five high school students serving saturday detention in a former corrections facility must find a way to outsmart an unseen menace out to kill them,85,2019
s8276,Movie,the devil and father amorth,william friedkin,not available,italy united states,7/23/2018,2017,TV-PG,69 min,"Documentaries, Horror Movies",in rome exorcist director william friedkin follows a 91yearold priest who performs a real demonic exorcism on a woman from a small italian town,69,2018
s8277,Movie,the devil inside,william brent bell,fernanda andrade simon quarterman evan helmuth ionut grama suzan crowley bonnie morgan brian johnson,united states,11/20/2019,2012,R,84 min,"Horror Movies, Thrillers",at once spooky and grisly this thriller follows a womans quest to find the truth behind claims her mother killed three people during an exorcism,84,2019
s8278,TV Show,the devil is a parttimer,not available,ryota osaka yoko hikasa nao toyama yuki ono hiro shimono kanae ito josh grelle felecia angelle anthony bowling r bruce elliott tia lynn ballard aaron dismuke,japan,4/1/2019,2013,TV-14,1 Season,Anime Series,thwarted in their attempt to take over the world of ente isla satan and his general alciel land in modernday tokyo where they take on human form,1,2019
